Disease,Symptoms,symptoms_list,symptoms_text,symptom_count,is_augmented,original_index
Myocardial Infarction (Heart Attack),severe chest pain pressure; pain radiating to jaw neck left arm; shortness of breath; sweating; nausea; lightheadedness; sudden weakness; constipation,"['severe chest pain pressure', 'pain radiating to jaw neck left arm', 'shortness of breath', 'sweating', 'nausea', 'lightheadedness', 'sudden weakness', 'constipation']",severe chest pain pressure pain radiating to jaw neck left arm shortness of breath sweating nausea lightheadedness sudden weakness constipation,8,True,38
Stroke (Ischemic or Hemorrhagic),sudden weakness or numbness  face arm leg  usually one side; slurred speech; sudden vision trouble; severe headache  esp  hemorrhagic; imbalance; confusion,"['sudden weakness or numbness  face arm leg  usually one side', 'slurred speech', 'sudden vision trouble', 'severe headache  esp  hemorrhagic', 'imbalance', 'confusion']",sudden weakness or numbness  face arm leg  usually one side slurred speech sudden vision trouble severe headache  esp  hemorrhagic imbalance confusion,6,False,39
Stroke (Ischemic or Hemorrhagic),severe headache  esp  hemorrhagic; imbalance; sudden vision trouble; sudden weakness or numbness  face arm leg  usually one side; confusion; slurred speech,"['severe headache  esp  hemorrhagic', 'imbalance', 'sudden vision trouble', 'sudden weakness or numbness  face arm leg  usually one side', 'confusion', 'slurred speech']",severe headache  esp  hemorrhagic imbalance sudden vision trouble sudden weakness or numbness  face arm leg  usually one side confusion slurred speech,6,True,39
Stroke (Ischemic or Hemorrhagic),sudden weakness or numbness  face arm leg  usually one side; slurred speech; sudden vision trouble; severe headache  esp  hemorrhagic; imbalance; confusion,"['sudden weakness or numbness  face arm leg  usually one side', 'slurred speech', 'sudden vision trouble', 'severe headache  esp  hemorrhagic', 'imbalance', 'confusion']",sudden weakness or numbness  face arm leg  usually one side slurred speech sudden vision trouble severe headache  esp  hemorrhagic imbalance confusion,6,True,39
Stroke (Ischemic or Hemorrhagic),sudden weakness or numbness  face arm leg  usually one side; slurred speech; sudden vision trouble; severe headache  esp  hemorrhagic; imbalance; confusion,"['sudden weakness or numbness  face arm leg  usually one side', 'slurred speech', 'sudden vision trouble', 'severe headache  esp  hemorrhagic', 'imbalance', 'confusion']",sudden weakness or numbness  face arm leg  usually one side slurred speech sudden vision trouble severe headache  esp  hemorrhagic imbalance confusion,6,True,39
Migraine,moderate to severe pulsating headache often on one side; nausea vomiting; sensitivity to light and sound; visual aura in some patients; worsened by activity,"['moderate to severe pulsating headache often on one side', 'nausea vomiting', 'sensitivity to light and sound', 'visual aura in some patients', 'worsened by activity']",moderate to severe pulsating headache often on one side nausea vomiting sensitivity to light and sound visual aura in some patients worsened by activity,5,False,40
Migraine,nausea vomiting; moderate to severe pulsating headache often on one side; visual aura in some patients; sensitivity to light and sound; worsened by activity,"['nausea vomiting', 'moderate to severe pulsating headache often on one side', 'visual aura in some patients', 'sensitivity to light and sound', 'worsened by activity']",nausea vomiting moderate to severe pulsating headache often on one side visual aura in some patients sensitivity to light and sound worsened by activity,5,True,40
Migraine,visual aura in some patients; moderate to severe pulsating headache often on one side; sensitivity to light and sound; nausea vomiting; worsened by activity,"['visual aura in some patients', 'moderate to severe pulsating headache often on one side', 'sensitivity to light and sound', 'nausea vomiting', 'worsened by activity']",visual aura in some patients moderate to severe pulsating headache often on one side sensitivity to light and sound nausea vomiting worsened by activity,5,True,40
Migraine,moderate to severe pulsating headache often on one side; nausea vomiting; sensitivity to light and sound; visual aura in some patients; worsened by activity,"['moderate to severe pulsating headache often on one side', 'nausea vomiting', 'sensitivity to light and sound', 'visual aura in some patients', 'worsened by activity']",moderate to severe pulsating headache often on one side nausea vomiting sensitivity to light and sound visual aura in some patients worsened by activity,5,True,40
Tension Headache,dull  aching head pain; tightness or pressure across forehead or back of head neck; mild to moderate intensity; not worsened by physical activity,"['dull  aching head pain', 'tightness or pressure across forehead or back of head neck', 'mild to moderate intensity', 'not worsened by physical activity']",dull  aching head pain tightness or pressure across forehead or back of head neck mild to moderate intensity not worsened by physical activity,4,False,41
Tension Headache,dull  aching head pain; tightness or pressure across forehead or back of head neck; mild to moderate intensity; not worsened by physical activity,"['dull  aching head pain', 'tightness or pressure across forehead or back of head neck', 'mild to moderate intensity', 'not worsened by physical activity']",dull  aching head pain tightness or pressure across forehead or back of head neck mild to moderate intensity not worsened by physical activity,4,True,41
Tension Headache,dull  aching head pain; tightness or pressure across forehead or back of head neck; mild to moderate intensity; not worsened by physical activity,"['dull  aching head pain', 'tightness or pressure across forehead or back of head neck', 'mild to moderate intensity', 'not worsened by physical activity']",dull  aching head pain tightness or pressure across forehead or back of head neck mild to moderate intensity not worsened by physical activity,4,True,41
Tension Headache,dull  aching head pain; tightness or pressure across forehead or back of head neck; mild to moderate intensity; not worsened by physical activity,"['dull  aching head pain', 'tightness or pressure across forehead or back of head neck', 'mild to moderate intensity', 'not worsened by physical activity']",dull  aching head pain tightness or pressure across forehead or back of head neck mild to moderate intensity not worsened by physical activity,4,True,41
Major Depressive Disorder,persistent low mood; loss of interest or pleasure; changes in appetite or weight; sleep disturbances; fatigue; difficulty concentrating; suicidal thoughts,"['persistent low mood', 'loss of interest or pleasure', 'changes in appetite or weight', 'sleep disturbances', 'fatigue', 'difficulty concentrating', 'suicidal thoughts']",persistent low mood loss of interest or pleasure changes in appetite or weight sleep disturbances fatigue difficulty concentrating suicidal thoughts,7,False,42
Major Depressive Disorder,persistent low mood; loss of interest or pleasure; changes in appetite or weight; sleep disturbances; fatigue; difficulty concentrating; suicidal thoughts; dizziness,"['persistent low mood', 'loss of interest or pleasure', 'changes in appetite or weight', 'sleep disturbances', 'fatigue', 'difficulty concentrating', 'suicidal thoughts', 'dizziness']",persistent low mood loss of interest or pleasure changes in appetite or weight sleep disturbances fatigue difficulty concentrating suicidal thoughts dizziness,8,True,42
Major Depressive Disorder,persistent low mood; loss of interest or pleasure; changes in appetite or weight; sleep disturbances; tiredness; difficulty concentrating; suicidal thoughts,"['persistent low mood', 'loss of interest or pleasure', 'changes in appetite or weight', 'sleep disturbances', 'tiredness', 'difficulty concentrating', 'suicidal thoughts']",persistent low mood loss of interest or pleasure changes in appetite or weight sleep disturbances tiredness difficulty concentrating suicidal thoughts,7,True,42
Major Depressive Disorder,sleep disturbances; difficulty concentrating; memory problems; weakness; suicidal thoughts; loss of interest or pleasure; persistent low mood,"['sleep disturbances', 'difficulty concentrating', 'memory problems', 'weakness', 'suicidal thoughts', 'loss of interest or pleasure', 'persistent low mood']",sleep disturbances difficulty concentrating memory problems weakness suicidal thoughts loss of interest or pleasure persistent low mood,7,True,42
Generalized Anxiety Disorder (GAD),excessive worry; restlessness; fatigue; difficulty concentrating; muscle tension; sleep disturbance; irritability,"['excessive worry', 'restlessness', 'fatigue', 'difficulty concentrating', 'muscle tension', 'sleep disturbance', 'irritability']",excessive worry restlessness fatigue difficulty concentrating muscle tension sleep disturbance irritability,7,False,43
Generalized Anxiety Disorder (GAD),excessive worry; restlessness; fatigue; difficulty concentrating; muscle tension; sleep disturbance; irritability,"['excessive worry', 'restlessness', 'fatigue', 'difficulty concentrating', 'muscle tension', 'sleep disturbance', 'irritability']",excessive worry restlessness fatigue difficulty concentrating muscle tension sleep disturbance irritability,7,True,43
Generalized Anxiety Disorder (GAD),difficulty concentrating; fatigue; irritability; headache; excessive worry; sleep disturbance; muscle tension; restlessness,"['difficulty concentrating', 'fatigue', 'irritability', 'headache', 'excessive worry', 'sleep disturbance', 'muscle tension', 'restlessness']",difficulty concentrating fatigue irritability headache excessive worry sleep disturbance muscle tension restlessness,8,True,43
Generalized Anxiety Disorder (GAD),excessive worry; restlessness; fatigue; difficulty concentrating; muscle tension; sleep disturbance; irritability; rapid heartbeat,"['excessive worry', 'restlessness', 'fatigue', 'difficulty concentrating', 'muscle tension', 'sleep disturbance', 'irritability', 'rapid heartbeat']",excessive worry restlessness fatigue difficulty concentrating muscle tension sleep disturbance irritability rapid heartbeat,8,True,43
Rheumatoid Arthritis,symmetric joint pain  swelling and stiffness  worse in morning; fatigue; prolonged morning stiffness; small joint involvement  hands  feet,"['symmetric joint pain  swelling and stiffness  worse in morning', 'fatigue', 'prolonged morning stiffness', 'small joint involvement  hands  feet']",symmetric joint pain  swelling and stiffness  worse in morning fatigue prolonged morning stiffness small joint involvement  hands  feet,4,False,44
Rheumatoid Arthritis,symmetric joint pain  swelling and stiffness  worse in morning; weight changes; prolonged morning stiffness; small joint involvement  hands  feet; weakness,"['symmetric joint pain  swelling and stiffness  worse in morning', 'weight changes', 'prolonged morning stiffness', 'small joint involvement  hands  feet', 'weakness']",symmetric joint pain  swelling and stiffness  worse in morning weight changes prolonged morning stiffness small joint involvement  hands  feet weakness,5,True,44
Rheumatoid Arthritis,symmetric joint pain  swelling and stiffness  worse in morning; prolonged morning stiffness; small joint involvement  hands  feet,"['symmetric joint pain  swelling and stiffness  worse in morning', 'prolonged morning stiffness', 'small joint involvement  hands  feet']",symmetric joint pain  swelling and stiffness  worse in morning prolonged morning stiffness small joint involvement  hands  feet,3,True,44
Rheumatoid Arthritis,symmetric joint pain  swelling and stiffness  worse in morning; fatigue; prolonged morning stiffness; small joint involvement  hands  feet,"['symmetric joint pain  swelling and stiffness  worse in morning', 'fatigue', 'prolonged morning stiffness', 'small joint involvement  hands  feet']",symmetric joint pain  swelling and stiffness  worse in morning fatigue prolonged morning stiffness small joint involvement  hands  feet,4,True,44
Osteoarthritis,joint pain worsened with use; stiffness  especially after rest; decreased range of motion; crepitus; commonly affects knees  hips  hands  spine,"['joint pain worsened with use', 'stiffness  especially after rest', 'decreased range of motion', 'crepitus', 'commonly affects knees  hips  hands  spine']",joint pain worsened with use stiffness  especially after rest decreased range of motion crepitus commonly affects knees  hips  hands  spine,5,False,45
Osteoarthritis,decreased range of motion; commonly affects knees  hips  hands  spine; crepitus; joint pain worsened with use; stiffness  especially after rest,"['decreased range of motion', 'commonly affects knees  hips  hands  spine', 'crepitus', 'joint pain worsened with use', 'stiffness  especially after rest']",decreased range of motion commonly affects knees  hips  hands  spine crepitus joint pain worsened with use stiffness  especially after rest,5,True,45
Osteoarthritis,stiffness  especially after rest; decreased range of motion; crepitus; commonly affects knees  hips  hands  spine,"['stiffness  especially after rest', 'decreased range of motion', 'crepitus', 'commonly affects knees  hips  hands  spine']",stiffness  especially after rest decreased range of motion crepitus commonly affects knees  hips  hands  spine,4,True,45
Osteoarthritis,joint pain worsened with use; stiffness  especially after rest; decreased range of motion; crepitus; commonly affects knees  hips  hands  spine,"['joint pain worsened with use', 'stiffness  especially after rest', 'decreased range of motion', 'crepitus', 'commonly affects knees  hips  hands  spine']",joint pain worsened with use stiffness  especially after rest decreased range of motion crepitus commonly affects knees  hips  hands  spine,5,True,45
Systemic Lupus Erythematosus (Lupus),fatigue; joint pain and swelling; butterfly rash on face; photosensitivity; fever; mouth ulcers; kidney involvement; chest pain from pleurisy,"['fatigue', 'joint pain and swelling', 'butterfly rash on face', 'photosensitivity', 'fever', 'mouth ulcers', 'kidney involvement', 'chest pain from pleurisy']",fatigue joint pain and swelling butterfly rash on face photosensitivity fever mouth ulcers kidney involvement chest pain from pleurisy,8,False,46
Systemic Lupus Erythematosus (Lupus),fatigue; joint pain and swelling; butterfly rash on face; photosensitivity; fever; mouth ulcers; chest pain from pleurisy,"['fatigue', 'joint pain and swelling', 'butterfly rash on face', 'photosensitivity', 'fever', 'mouth ulcers', 'chest pain from pleurisy']",fatigue joint pain and swelling butterfly rash on face photosensitivity fever mouth ulcers chest pain from pleurisy,7,True,46
Systemic Lupus Erythematosus (Lupus),tiredness; joint pain and swelling; photosensitivity; fever; mouth ulcers; kidney involvement; chest pain from pleurisy,"['tiredness', 'joint pain and swelling', 'photosensitivity', 'fever', 'mouth ulcers', 'kidney involvement', 'chest pain from pleurisy']",tiredness joint pain and swelling photosensitivity fever mouth ulcers kidney involvement chest pain from pleurisy,7,True,46
Systemic Lupus Erythematosus (Lupus),weight changes; photosensitivity; chest pain from pleurisy; mouth ulcers; fatigue; pyrexia; joint pain and swelling; kidney involvement; butterfly rash on face,"['weight changes', 'photosensitivity', 'chest pain from pleurisy', 'mouth ulcers', 'fatigue', 'pyrexia', 'joint pain and swelling', 'kidney involvement', 'butterfly rash on face']",weight changes photosensitivity chest pain from pleurisy mouth ulcers fatigue pyrexia joint pain and swelling kidney involvement butterfly rash on face,9,True,46
Osteoporosis,often asymptomatic until fracture; back pain from vertebral fractures; loss of height; stooped posture; increased risk of wrist hip vertebral fractures,"['often asymptomatic until fracture', 'back pain from vertebral fractures', 'loss of height', 'stooped posture', 'increased risk of wrist hip vertebral fractures']",often asymptomatic until fracture back pain from vertebral fractures loss of height stooped posture increased risk of wrist hip vertebral fractures,5,False,47
Osteoporosis,often asymptomatic until fracture; back pain from vertebral fractures; loss of height; stooped posture; increased risk of wrist hip vertebral fractures,"['often asymptomatic until fracture', 'back pain from vertebral fractures', 'loss of height', 'stooped posture', 'increased risk of wrist hip vertebral fractures']",often asymptomatic until fracture back pain from vertebral fractures loss of height stooped posture increased risk of wrist hip vertebral fractures,5,True,47
Osteoporosis,often asymptomatic until fracture; back pain from vertebral fractures; loss of height; increased risk of wrist hip vertebral fractures,"['often asymptomatic until fracture', 'back pain from vertebral fractures', 'loss of height', 'increased risk of wrist hip vertebral fractures']",often asymptomatic until fracture back pain from vertebral fractures loss of height increased risk of wrist hip vertebral fractures,4,True,47
Osteoporosis,stooped posture; loss of height; back pain from vertebral fractures; often asymptomatic until fracture; increased risk of wrist hip vertebral fractures,"['stooped posture', 'loss of height', 'back pain from vertebral fractures', 'often asymptomatic until fracture', 'increased risk of wrist hip vertebral fractures']",stooped posture loss of height back pain from vertebral fractures often asymptomatic until fracture increased risk of wrist hip vertebral fractures,5,True,47
Chronic Kidney Disease (CKD),fatigue; swelling  edema  in legs ankles; decreased urine output or changes in urination; nausea; loss of appetite; itching; electrolyte imbalances,"['fatigue', 'swelling  edema  in legs ankles', 'decreased urine output or changes in urination', 'nausea', 'loss of appetite', 'itching', 'electrolyte imbalances']",fatigue swelling  edema  in legs ankles decreased urine output or changes in urination nausea loss of appetite itching electrolyte imbalances,7,False,48
Chronic Kidney Disease (CKD),fatigue; swelling  edema  in legs ankles; decreased urine output or changes in urination; feeling sick; poor appetite; itching; electrolyte imbalances; swelling in legs,"['fatigue', 'swelling  edema  in legs ankles', 'decreased urine output or changes in urination', 'feeling sick', 'poor appetite', 'itching', 'electrolyte imbalances', 'swelling in legs']",fatigue swelling  edema  in legs ankles decreased urine output or changes in urination feeling sick poor appetite itching electrolyte imbalances swelling in legs,8,True,48
Chronic Kidney Disease (CKD),weakness; swelling  edema  in legs ankles; decreased urine output or changes in urination; feeling sick; anorexia; itching; electrolyte imbalances,"['weakness', 'swelling  edema  in legs ankles', 'decreased urine output or changes in urination', 'feeling sick', 'anorexia', 'itching', 'electrolyte imbalances']",weakness swelling  edema  in legs ankles decreased urine output or changes in urination feeling sick anorexia itching electrolyte imbalances,7,True,48
Chronic Kidney Disease (CKD),fatigue; swelling  edema  in legs ankles; decreased urine output or changes in urination; feeling sick; loss of appetite; itching; electrolyte imbalances,"['fatigue', 'swelling  edema  in legs ankles', 'decreased urine output or changes in urination', 'feeling sick', 'loss of appetite', 'itching', 'electrolyte imbalances']",fatigue swelling  edema  in legs ankles decreased urine output or changes in urination feeling sick loss of appetite itching electrolyte imbalances,7,True,48
